NAMESPACE       LAST SEEN   TYPE      REASON              OBJECT                                                      MESSAGE
mesh-app        7m27s       Normal    Created             pod/productpage-v1-66d788bc7f-9f7qt                         Container created
mesh-app        7m27s       Normal    Started             pod/reviews-v1-b4745c9bb-hgxtm                              Container started
mesh-app        7m27s       Normal    Pulled              pod/productpage-v1-66d788bc7f-9f7qt                         Container image "docker.io/istio/examples-bookinfo-productpage-v1:1.18.0" already present on machine and can be accessed by the pod
mesh-app        7m27s       Normal    Started             pod/reviews-v2-6dc77b845d-p44wz                             Container started
mesh-app        7m26s       Normal    Started             pod/productpage-v1-66d788bc7f-9f7qt                         Container started
mesh-app        7m20s       Normal    Created             pod/loadgenerator-69fdddd69d-vfwpf                          Container created
mesh-app        7m20s       Normal    Started             pod/loadgenerator-69fdddd69d-vfwpf                          Container started
mesh-app        7m20s       Normal    Pulled              pod/loadgenerator-69fdddd69d-vfwpf                          Container image "us-central1-docker.pkg.dev/google-samples/microservices-demo/loadgenerator:v0.10.2" already present on machine and can be accessed by the pod
ob-app          7m13s       Normal    Killing             pod/adservice-7bb8787db5-dpt5p                              Container server failed liveness probe, will be restarted
ob-app          7m12s       Normal    Pulled              pod/adservice-7bb8787db5-dpt5p                              Container image "us-central1-docker.pkg.dev/google-samples/microservices-demo/adservice:v0.10.2" already present on machine and can be accessed by the pod
ob-app          7m11s       Normal    Started             pod/adservice-7bb8787db5-dpt5p                              Container started
ob-app          7m11s       Normal    Created             pod/adservice-7bb8787db5-dpt5p                              Container created
observability   6m35s       Normal    SuccessfulCreate    replicaset/otel-collector-66cf5bdc6c                        Created pod: otel-collector-66cf5bdc6c-8dsnq
observability   6m35s       Normal    ScalingReplicaSet   deployment/otel-collector                                   Scaled up replica set otel-collector-66cf5bdc6c from 0 to 1
observability   6m35s       Normal    Scheduled           pod/otel-collector-66cf5bdc6c-8dsnq                         Successfully assigned observability/otel-collector-66cf5bdc6c-8dsnq to minikube-m02
observability   6m30s       Normal    Created             pod/otel-collector-66cf5bdc6c-8dsnq                         Container created
observability   6m30s       Normal    Pulled              pod/otel-collector-66cf5bdc6c-8dsnq                         Container image "otel/opentelemetry-collector-contrib:0.95.0" already present on machine and can be accessed by the pod
observability   6m29s       Normal    Started             pod/otel-collector-66cf5bdc6c-8dsnq                         Container started
observability   6m29s       Normal    SuccessfulDelete    replicaset/otel-collector-5cbdc4f9c4                        Deleted pod: otel-collector-5cbdc4f9c4-rlz7b
observability   6m29s       Normal    Killing             pod/otel-collector-5cbdc4f9c4-rlz7b                         Stopping container otel-collector
observability   6m29s       Normal    ScalingReplicaSet   deployment/otel-collector                                   Scaled down replica set otel-collector-5cbdc4f9c4 from 1 to 0
ob-app          6m24s       Normal    Scheduled           pod/loadgen-exp-154905-j5mjm                                Successfully assigned ob-app/loadgen-exp-154905-j5mjm to minikube-m02
ob-app          6m24s       Normal    SuccessfulCreate    job/loadgen-exp-154905                                      Created pod: loadgen-exp-154905-j5mjm
ob-app          6m22s       Normal    Pulled              pod/loadgen-exp-154905-j5mjm                                Container image "docker.io/istio/proxyv2:1.29.0" already present on machine and can be accessed by the pod
ob-app          6m22s       Normal    Created             pod/loadgen-exp-154905-j5mjm                                Container created
ob-app          6m21s       Normal    Started             pod/loadgen-exp-154905-j5mjm                                Container started
ob-app          6m20s       Normal    Pulled              pod/loadgen-exp-154905-j5mjm                                Container image "docker.io/istio/proxyv2:1.29.0" already present on machine and can be accessed by the pod
ob-app          6m20s       Normal    Started             pod/loadgen-exp-154905-j5mjm                                Container started
ob-app          6m20s       Normal    Created             pod/loadgen-exp-154905-j5mjm                                Container created
ob-app          6m18s       Normal    Pulled              pod/loadgen-exp-154905-j5mjm                                Container image "fortio/fortio:1.63.0" already present on machine and can be accessed by the pod
ob-app          6m17s       Normal    Created             pod/loadgen-exp-154905-j5mjm                                Container created
ob-app          6m17s       Normal    Started             pod/loadgen-exp-154905-j5mjm                                Container started
observability   4m52s       Warning   Unhealthy           pod/obs-prometheus-node-exporter-6c5vm                      Readiness probe failed: Get "http://192.168.49.3:9100/": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
observability   4m51s       Warning   Unhealthy           pod/obs-prometheus-node-exporter-6c5vm                      Liveness probe failed: Get "http://192.168.49.3:9100/": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
ob-app          4m15s       Normal    Killing             pod/loadgen-exp-154905-j5mjm                                Stopping container istio-proxy
ob-app          4m10s       Normal    Completed           job/loadgen-exp-154905                                      Job completed
observability   2m58s       Normal    SuccessfulCreate    replicaset/otel-collector-569b58c465                        Created pod: otel-collector-569b58c465-rl9gk
observability   2m58s       Normal    ScalingReplicaSet   deployment/otel-collector                                   Scaled up replica set otel-collector-569b58c465 from 0 to 1
observability   2m58s       Normal    Scheduled           pod/otel-collector-569b58c465-rl9gk                         Successfully assigned observability/otel-collector-569b58c465-rl9gk to minikube-m02
observability   2m57s       Normal    Created             pod/otel-collector-569b58c465-rl9gk                         Container created
observability   2m57s       Normal    Pulled              pod/otel-collector-569b58c465-rl9gk                         Container image "otel/opentelemetry-collector-contrib:0.95.0" already present on machine and can be accessed by the pod
observability   2m56s       Normal    Started             pod/otel-collector-569b58c465-rl9gk                         Container started
observability   2m56s       Normal    SuccessfulDelete    replicaset/otel-collector-66cf5bdc6c                        Deleted pod: otel-collector-66cf5bdc6c-8dsnq
observability   2m56s       Normal    Killing             pod/otel-collector-66cf5bdc6c-8dsnq                         Stopping container otel-collector
observability   2m56s       Normal    ScalingReplicaSet   deployment/otel-collector                                   Scaled down replica set otel-collector-66cf5bdc6c from 1 to 0
ob-app          2m50s       Normal    SuccessfulCreate    job/loadgen-exp-155239                                      Created pod: loadgen-exp-155239-mrwxv
ob-app          2m50s       Normal    Scheduled           pod/loadgen-exp-155239-mrwxv                                Successfully assigned ob-app/loadgen-exp-155239-mrwxv to minikube-m02
ob-app          2m49s       Normal    Created             pod/loadgen-exp-155239-mrwxv                                Container created
ob-app          2m49s       Normal    Started             pod/loadgen-exp-155239-mrwxv                                Container started
ob-app          2m49s       Normal    Pulled              pod/loadgen-exp-155239-mrwxv                                Container image "docker.io/istio/proxyv2:1.29.0" already present on machine and can be accessed by the pod
ob-app          2m48s       Normal    Started             pod/loadgen-exp-155239-mrwxv                                Container started
ob-app          2m48s       Normal    Created             pod/loadgen-exp-155239-mrwxv                                Container created
ob-app          2m48s       Normal    Pulled              pod/loadgen-exp-155239-mrwxv                                Container image "docker.io/istio/proxyv2:1.29.0" already present on machine and can be accessed by the pod
ob-app          2m46s       Normal    Pulled              pod/loadgen-exp-155239-mrwxv                                Container image "fortio/fortio:1.63.0" already present on machine and can be accessed by the pod
ob-app          2m46s       Normal    Created             pod/loadgen-exp-155239-mrwxv                                Container created
ob-app          2m45s       Normal    Started             pod/loadgen-exp-155239-mrwxv                                Container started
ob-app          44s         Normal    Killing             pod/loadgen-exp-155239-mrwxv                                Stopping container istio-proxy
ob-app          40s         Normal    Completed           job/loadgen-exp-155239                                      Job completed
